n;label;image;text;train
35;080.Green_Kingfisher;CUB/images/080.Green_Kingfisher/Green_Kingfisher_0035_71133.jpg;CUB/text/080.Green_Kingfisher/Green_Kingfisher_0035_71133.txt;1
35;082.Ringed_Kingfisher;CUB/images/082.Ringed_Kingfisher/Ringed_Kingfisher_0035_73012.jpg;CUB/text/082.Ringed_Kingfisher/Ringed_Kingfisher_0035_73012.txt;1
35;083.White_breasted_Kingfisher;CUB/images/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0035_73290.jpg;CUB/text/083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0035_73290.txt;1
35;085.Horned_Lark;CUB/images/085.Horned_Lark/Horned_Lark_0035_74555.jpg;CUB/text/085.Horned_Lark/Horned_Lark_0035_74555.txt;1
35;086.Pacific_Loon;CUB/images/086.Pacific_Loon/Pacific_Loon_0035_75395.jpg;CUB/text/086.Pacific_Loon/Pacific_Loon_0035_75395.txt;1
35;087.Mallard;CUB/images/087.Mallard/Mallard_0035_77095.jpg;CUB/text/087.Mallard/Mallard_0035_77095.txt;1
35;090.Red_breasted_Merganser;CUB/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0035_79200.jpg;CUB/text/090.Red_breasted_Merganser/Red_Breasted_Merganser_0035_79200.txt;1
35;091.Mockingbird;CUB/images/091.Mockingbird/Mockingbird_0035_79635.jpg;CUB/text/091.Mockingbird/Mockingbird_0035_79635.txt;1
35;092.Nighthawk;CUB/images/092.Nighthawk/Nighthawk_0035_84077.jpg;CUB/text/092.Nighthawk/Nighthawk_0035_84077.txt;1
35;096.Hooded_Oriole;CUB/images/096.Hooded_Oriole/Hooded_Oriole_0035_90331.jpg;CUB/text/096.Hooded_Oriole/Hooded_Oriole_0035_90331.txt;1
35;097.Orchard_Oriole;CUB/images/097.Orchard_Oriole/Orchard_Oriole_0035_92003.jpg;CUB/text/097.Orchard_Oriole/Orchard_Oriole_0035_92003.txt;1
35;098.Scott_Oriole;CUB/images/098.Scott_Oriole/Scott_Oriole_0035_795851.jpg;CUB/text/098.Scott_Oriole/Scott_Oriole_0035_795851.txt;1
35;099.Ovenbird;CUB/images/099.Ovenbird/Ovenbird_0035_92785.jpg;CUB/text/099.Ovenbird/Ovenbird_0035_92785.txt;1
35;101.White_Pelican;CUB/images/101.White_Pelican/White_Pelican_0035_96312.jpg;CUB/text/101.White_Pelican/White_Pelican_0035_96312.txt;1
35;102.Western_Wood_Pewee;CUB/images/102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.jpg;CUB/text/102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.txt;1
35;104.American_Pipit;CUB/images/104.American_Pipit/American_Pipit_0035_100181.jpg;CUB/text/104.American_Pipit/American_Pipit_0035_100181.txt;1
35;105.Whip_poor_Will;CUB/images/105.Whip_poor_Will/Whip_Poor_Will_0035_796430.jpg;CUB/text/105.Whip_poor_Will/Whip_Poor_Will_0035_796430.txt;1
35;106.Horned_Puffin;CUB/images/106.Horned_Puffin/Horned_Puffin_0035_100690.jpg;CUB/text/106.Horned_Puffin/Horned_Puffin_0035_100690.txt;1
35;107.Common_Raven;CUB/images/107.Common_Raven/Common_Raven_0035_101466.jpg;CUB/text/107.Common_Raven/Common_Raven_0035_101466.txt;1
35;109.American_Redstart;CUB/images/109.American_Redstart/American_Redstart_0035_103017.jpg;CUB/text/109.American_Redstart/American_Redstart_0035_103017.txt;1
35;113.Baird_Sparrow;CUB/images/113.Baird_Sparrow/Baird_Sparrow_0035_106904.jpg;CUB/text/113.Baird_Sparrow/Baird_Sparrow_0035_106904.txt;1
35;114.Black_throated_Sparrow;CUB/images/114.Black_throated_Sparrow/Black_Throated_Sparrow_0035_107185.jpg;CUB/text/114.Black_throated_Sparrow/Black_Throated_Sparrow_0035_107185.txt;1
35;115.Brewer_Sparrow;CUB/images/115.Brewer_Sparrow/Brewer_Sparrow_0035_107509.jpg;CUB/text/115.Brewer_Sparrow/Brewer_Sparrow_0035_107509.txt;1
35;116.Chipping_Sparrow;CUB/images/116.Chipping_Sparrow/Chipping_Sparrow_0035_110138.jpg;CUB/text/116.Chipping_Sparrow/Chipping_Sparrow_0035_110138.txt;1
35;119.Field_Sparrow;CUB/images/119.Field_Sparrow/Field_Sparrow_0035_113479.jpg;CUB/text/119.Field_Sparrow/Field_Sparrow_0035_113479.txt;1
35;120.Fox_Sparrow;CUB/images/120.Fox_Sparrow/Fox_Sparrow_0035_114866.jpg;CUB/text/120.Fox_Sparrow/Fox_Sparrow_0035_114866.txt;1
35;121.Grasshopper_Sparrow;CUB/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0035_116049.jpg;CUB/text/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0035_116049.txt;1
35;122.Harris_Sparrow;CUB/images/122.Harris_Sparrow/Harris_Sparrow_0035_116529.jpg;CUB/text/122.Harris_Sparrow/Harris_Sparrow_0035_116529.txt;1
35;124.Le_Conte_Sparrow;CUB/images/124.Le_Conte_Sparrow/Le_Conte_Sparrow_0035_795214.jpg;CUB/text/124.Le_Conte_Sparrow/Le_Conte_Sparrow_0035_795214.txt;1
35;125.Lincoln_Sparrow;CUB/images/125.Lincoln_Sparrow/Lincoln_Sparrow_0035_117383.jpg;CUB/text/125.Lincoln_Sparrow/Lincoln_Sparrow_0035_117383.txt;1
35;126.Nelson_Sharp_tailed_Sparrow;CUB/images/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0035_796924.jpg;CUB/text/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0035_796924.txt;1
35;127.Savannah_Sparrow;CUB/images/127.Savannah_Sparrow/Savannah_Sparrow_0035_120099.jpg;CUB/text/127.Savannah_Sparrow/Savannah_Sparrow_0035_120099.txt;1
35;128.Seaside_Sparrow;CUB/images/128.Seaside_Sparrow/Seaside_Sparrow_0035_796533.jpg;CUB/text/128.Seaside_Sparrow/Seaside_Sparrow_0035_796533.txt;1
35;129.Song_Sparrow;CUB/images/129.Song_Sparrow/Song_Sparrow_0035_120986.jpg;CUB/text/129.Song_Sparrow/Song_Sparrow_0035_120986.txt;1
35;130.Tree_Sparrow;CUB/images/130.Tree_Sparrow/Tree_Sparrow_0035_123211.jpg;CUB/text/130.Tree_Sparrow/Tree_Sparrow_0035_123211.txt;1
35;135.Bank_Swallow;CUB/images/135.Bank_Swallow/Bank_Swallow_0035_129528.jpg;CUB/text/135.Bank_Swallow/Bank_Swallow_0035_129528.txt;1
35;136.Barn_Swallow;CUB/images/136.Barn_Swallow/Barn_Swallow_0035_131832.jpg;CUB/text/136.Barn_Swallow/Barn_Swallow_0035_131832.txt;1
35;137.Cliff_Swallow;CUB/images/137.Cliff_Swallow/Cliff_Swallow_0035_133097.jpg;CUB/text/137.Cliff_Swallow/Cliff_Swallow_0035_133097.txt;1
35;138.Tree_Swallow;CUB/images/138.Tree_Swallow/Tree_Swallow_0035_136589.jpg;CUB/text/138.Tree_Swallow/Tree_Swallow_0035_136589.txt;1
35;140.Summer_Tanager;CUB/images/140.Summer_Tanager/Summer_Tanager_0035_139561.jpg;CUB/text/140.Summer_Tanager/Summer_Tanager_0035_139561.txt;1
35;141.Artic_Tern;CUB/images/141.Artic_Tern/Artic_Tern_0035_143366.jpg;CUB/text/141.Artic_Tern/Artic_Tern_0035_143366.txt;1
35;145.Elegant_Tern;CUB/images/145.Elegant_Tern/Elegant_Tern_0035_150744.jpg;CUB/text/145.Elegant_Tern/Elegant_Tern_0035_150744.txt;1
35;146.Forsters_Tern;CUB/images/146.Forsters_Tern/Forsters_Tern_0035_151757.jpg;CUB/text/146.Forsters_Tern/Forsters_Tern_0035_151757.txt;1
35;147.Least_Tern;CUB/images/147.Least_Tern/Least_Tern_0035_152932.jpg;CUB/text/147.Least_Tern/Least_Tern_0035_152932.txt;1
35;148.Green_tailed_Towhee;CUB/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0035_154888.jpg;CUB/text/148.Green_tailed_Towhee/Green_Tailed_Towhee_0035_154888.txt;1
35;151.Black_capped_Vireo;CUB/images/151.Black_capped_Vireo/Black_Capped_Vireo_0035_797471.jpg;CUB/text/151.Black_capped_Vireo/Black_Capped_Vireo_0035_797471.txt;1
35;153.Philadelphia_Vireo;CUB/images/153.Philadelphia_Vireo/Philadelphia_Vireo_0035_156596.jpg;CUB/text/153.Philadelphia_Vireo/Philadelphia_Vireo_0035_156596.txt;1
35;157.Yellow_throated_Vireo;CUB/images/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0035_794991.jpg;CUB/text/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0035_794991.txt;1
35;159.Black_and_white_Warbler;CUB/images/159.Black_and_white_Warbler/Black_And_White_Warbler_0035_160102.jpg;CUB/text/159.Black_and_white_Warbler/Black_And_White_Warbler_0035_160102.txt;1
35;161.Blue_winged_Warbler;CUB/images/161.Blue_winged_Warbler/Blue_Winged_Warbler_0035_161741.jpg;CUB/text/161.Blue_winged_Warbler/Blue_Winged_Warbler_0035_161741.txt;1
35;162.Canada_Warbler;CUB/images/162.Canada_Warbler/Canada_Warbler_0035_162377.jpg;CUB/text/162.Canada_Warbler/Canada_Warbler_0035_162377.txt;1
35;163.Cape_May_Warbler;CUB/images/163.Cape_May_Warbler/Cape_May_Warbler_0035_162658.jpg;CUB/text/163.Cape_May_Warbler/Cape_May_Warbler_0035_162658.txt;1
35;164.Cerulean_Warbler;CUB/images/164.Cerulean_Warbler/Cerulean_Warbler_0035_163269.jpg;CUB/text/164.Cerulean_Warbler/Cerulean_Warbler_0035_163269.txt;1
35;165.Chestnut_sided_Warbler;CUB/images/165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0035_163587.jpg;CUB/text/165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0035_163587.txt;1
35;166.Golden_winged_Warbler;CUB/images/166.Golden_winged_Warbler/Golden_Winged_Warbler_0035_164362.jpg;CUB/text/166.Golden_winged_Warbler/Golden_Winged_Warbler_0035_164362.txt;1
35;167.Hooded_Warbler;CUB/images/167.Hooded_Warbler/Hooded_Warbler_0035_165040.jpg;CUB/text/167.Hooded_Warbler/Hooded_Warbler_0035_165040.txt;1
35;168.Kentucky_Warbler;CUB/images/168.Kentucky_Warbler/Kentucky_Warbler_0035_795878.jpg;CUB/text/168.Kentucky_Warbler/Kentucky_Warbler_0035_795878.txt;1
35;170.Mourning_Warbler;CUB/images/170.Mourning_Warbler/Mourning_Warbler_0035_166586.jpg;CUB/text/170.Mourning_Warbler/Mourning_Warbler_0035_166586.txt;1
35;172.Nashville_Warbler;CUB/images/172.Nashville_Warbler/Nashville_Warbler_0035_167283.jpg;CUB/text/172.Nashville_Warbler/Nashville_Warbler_0035_167283.txt;1
35;175.Pine_Warbler;CUB/images/175.Pine_Warbler/Pine_Warbler_0035_98396.jpg;CUB/text/175.Pine_Warbler/Pine_Warbler_0035_98396.txt;1
35;178.Swainson_Warbler;CUB/images/178.Swainson_Warbler/Swainson_Warbler_0035_174741.jpg;CUB/text/178.Swainson_Warbler/Swainson_Warbler_0035_174741.txt;1
35;181.Worm_eating_Warbler;CUB/images/181.Worm_eating_Warbler/Worm_Eating_Warbler_0035_795575.jpg;CUB/text/181.Worm_eating_Warbler/Worm_Eating_Warbler_0035_795575.txt;1
35;182.Yellow_Warbler;CUB/images/182.Yellow_Warbler/Yellow_Warbler_0035_176360.jpg;CUB/text/182.Yellow_Warbler/Yellow_Warbler_0035_176360.txt;1
35;184.Louisiana_Waterthrush;CUB/images/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0035_177457.jpg;CUB/text/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0035_177457.txt;1
35;187.American_Three_toed_Woodpecker;CUB/images/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0035_796158.jpg;CUB/text/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0035_796158.txt;1
35;189.Red_bellied_Woodpecker;CUB/images/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0035_181913.jpg;CUB/text/189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0035_181913.txt;1
35;190.Red_cockaded_Woodpecker;CUB/images/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0035_182435.jpg;CUB/text/190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0035_182435.txt;1
35;195.Carolina_Wren;CUB/images/195.Carolina_Wren/Carolina_Wren_0035_186356.jpg;CUB/text/195.Carolina_Wren/Carolina_Wren_0035_186356.txt;1
35;196.House_Wren;CUB/images/196.House_Wren/House_Wren_0035_187708.jpg;CUB/text/196.House_Wren/House_Wren_0035_187708.txt;1
35;198.Rock_Wren;CUB/images/198.Rock_Wren/Rock_Wren_0035_188998.jpg;CUB/text/198.Rock_Wren/Rock_Wren_0035_188998.txt;1
35;200.Common_Yellowthroat;CUB/images/200.Common_Yellowthroat/Common_Yellowthroat_0035_190567.jpg;CUB/text/200.Common_Yellowthroat/Common_Yellowthroat_0035_190567.txt;1
77;001.Black_footed_Albatross;CUB/images/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg;CUB/text/001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.txt;1
77;003.Sooty_Albatross;CUB/images/003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg;CUB/text/003.Sooty_Albatross/Sooty_Albatross_0077_1080.txt;1
77;004.Groove_billed_Ani;CUB/images/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg;CUB/text/004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.txt;1
77;005.Crested_Auklet;CUB/images/005.Crested_Auklet/Crested_Auklet_0077_785257.jpg;CUB/text/005.Crested_Auklet/Crested_Auklet_0077_785257.txt;1
77;012.Yellow_headed_Blackbird;CUB/images/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.jpg;CUB/text/012.Yellow_headed_Blackbird/Yellow_Headed_Blackbird_0077_8332.txt;1
77;014.Indigo_Bunting;CUB/images/014.Indigo_Bunting/Indigo_Bunting_0077_14060.jpg;CUB/text/014.Indigo_Bunting/Indigo_Bunting_0077_14060.txt;1
77;016.Painted_Bunting;CUB/images/016.Painted_Bunting/Painted_Bunting_0077_16819.jpg;CUB/text/016.Painted_Bunting/Painted_Bunting_0077_16819.txt;1
77;020.Yellow_breasted_Chat;CUB/images/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0077_21986.jpg;CUB/text/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0077_21986.txt;1
77;027.Shiny_Cowbird;CUB/images/027.Shiny_Cowbird/Shiny_Cowbird_0077_24273.jpg;CUB/text/027.Shiny_Cowbird/Shiny_Cowbird_0077_24273.txt;1
77;031.Black_billed_Cuckoo;CUB/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0077_26222.jpg;CUB/text/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0077_26222.txt;1
77;033.Yellow_billed_Cuckoo;CUB/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0077_26431.jpg;CUB/text/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0077_26431.txt;1
77;036.Northern_Flicker;CUB/images/036.Northern_Flicker/Northern_Flicker_0077_28341.jpg;CUB/text/036.Northern_Flicker/Northern_Flicker_0077_28341.txt;1
77;039.Least_Flycatcher;CUB/images/039.Least_Flycatcher/Least_Flycatcher_0077_30296.jpg;CUB/text/039.Least_Flycatcher/Least_Flycatcher_0077_30296.txt;1
77;040.Olive_sided_Flycatcher;CUB/images/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0077_30492.jpg;CUB/text/040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0077_30492.txt;1
77;041.Scissor_tailed_Flycatcher;CUB/images/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.jpg;CUB/text/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0077_41688.txt;1
77;045.Northern_Fulmar;CUB/images/045.Northern_Fulmar/Northern_Fulmar_0077_43730.jpg;CUB/text/045.Northern_Fulmar/Northern_Fulmar_0077_43730.txt;1
77;046.Gadwall;CUB/images/046.Gadwall/Gadwall_0077_30929.jpg;CUB/text/046.Gadwall/Gadwall_0077_30929.txt;1
77;048.European_Goldfinch;CUB/images/048.European_Goldfinch/European_Goldfinch_0077_33346.jpg;CUB/text/048.European_Goldfinch/European_Goldfinch_0077_33346.txt;1
77;051.Horned_Grebe;CUB/images/051.Horned_Grebe/Horned_Grebe_0077_34587.jpg;CUB/text/051.Horned_Grebe/Horned_Grebe_0077_34587.txt;1
77;053.Western_Grebe;CUB/images/053.Western_Grebe/Western_Grebe_0077_36355.jpg;CUB/text/053.Western_Grebe/Western_Grebe_0077_36355.txt;1
77;055.Evening_Grosbeak;CUB/images/055.Evening_Grosbeak/Evening_Grosbeak_0077_38160.jpg;CUB/text/055.Evening_Grosbeak/Evening_Grosbeak_0077_38160.txt;1
77;056.Pine_Grosbeak;CUB/images/056.Pine_Grosbeak/Pine_Grosbeak_0077_38929.jpg;CUB/text/056.Pine_Grosbeak/Pine_Grosbeak_0077_38929.txt;1
77;057.Rose_breasted_Grosbeak;CUB/images/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0077_39613.jpg;CUB/text/057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0077_39613.txt;1
77;058.Pigeon_Guillemot;CUB/images/058.Pigeon_Guillemot/Pigeon_Guillemot_0077_39885.jpg;CUB/text/058.Pigeon_Guillemot/Pigeon_Guillemot_0077_39885.txt;1
77;061.Heermann_Gull;CUB/images/061.Heermann_Gull/Heermann_Gull_0077_45711.jpg;CUB/text/061.Heermann_Gull/Heermann_Gull_0077_45711.txt;1
77;063.Ivory_Gull;CUB/images/063.Ivory_Gull/Ivory_Gull_0077_49051.jpg;CUB/text/063.Ivory_Gull/Ivory_Gull_0077_49051.txt;1
77;065.Slaty_backed_Gull;CUB/images/065.Slaty_backed_Gull/Slaty_Backed_Gull_0077_796017.jpg;CUB/text/065.Slaty_backed_Gull/Slaty_Backed_Gull_0077_796017.txt;1
77;068.Ruby_throated_Hummingbird;CUB/images/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0077_57858.jpg;CUB/text/068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0077_57858.txt;1
77;069.Rufous_Hummingbird;CUB/images/069.Rufous_Hummingbird/Rufous_Hummingbird_0077_59452.jpg;CUB/text/069.Rufous_Hummingbird/Rufous_Hummingbird_0077_59452.txt;1
77;070.Green_Violetear;CUB/images/070.Green_Violetear/Green_Violetear_0077_795696.jpg;CUB/text/070.Green_Violetear/Green_Violetear_0077_795696.txt;1
77;072.Pomarine_Jaeger;CUB/images/072.Pomarine_Jaeger/Pomarine_Jaeger_0077_795739.jpg;CUB/text/072.Pomarine_Jaeger/Pomarine_Jaeger_0077_795739.txt;1
77;075.Green_Jay;CUB/images/075.Green_Jay/Green_Jay_0077_65736.jpg;CUB/text/075.Green_Jay/Green_Jay_0077_65736.txt;1
77;078.Gray_Kingbird;CUB/images/078.Gray_Kingbird/Gray_Kingbird_0077_70191.jpg;CUB/text/078.Gray_Kingbird/Gray_Kingbird_0077_70191.txt;1
77;079.Belted_Kingfisher;CUB/images/079.Belted_Kingfisher/Belted_Kingfisher_0077_70620.jpg;CUB/text/079.Belted_Kingfisher/Belted_Kingfisher_0077_70620.txt;1
77;080.Green_Kingfisher;CUB/images/080.Green_Kingfisher/Green_Kingfisher_0077_71129.jpg;CUB/text/080.Green_Kingfisher/Green_Kingfisher_0077_71129.txt;1
77;082.Ringed_Kingfisher;CUB/images/082.Ringed_Kingfisher/Ringed_Kingfisher_0077_72872.jpg;CUB/text/082.Ringed_Kingfisher/Ringed_Kingfisher_0077_72872.txt;1
77;087.Mallard;CUB/images/087.Mallard/Mallard_0077_75911.jpg;CUB/text/087.Mallard/Mallard_0077_75911.txt;1
77;088.Western_Meadowlark;CUB/images/088.Western_Meadowlark/Western_Meadowlark_0077_77814.jpg;CUB/text/088.Western_Meadowlark/Western_Meadowlark_0077_77814.txt;1
77;090.Red_breasted_Merganser;CUB/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0077_79180.jpg;CUB/text/090.Red_breasted_Merganser/Red_Breasted_Merganser_0077_79180.txt;1
77;091.Mockingbird;CUB/images/091.Mockingbird/Mockingbird_0077_81470.jpg;CUB/text/091.Mockingbird/Mockingbird_0077_81470.txt;1
77;094.White_breasted_Nuthatch;CUB/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0077_86462.jpg;CUB/text/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0077_86462.txt;1
77;096.Hooded_Oriole;CUB/images/096.Hooded_Oriole/Hooded_Oriole_0077_90886.jpg;CUB/text/096.Hooded_Oriole/Hooded_Oriole_0077_90886.txt;1
77;097.Orchard_Oriole;CUB/images/097.Orchard_Oriole/Orchard_Oriole_0077_91651.jpg;CUB/text/097.Orchard_Oriole/Orchard_Oriole_0077_91651.txt;1
77;098.Scott_Oriole;CUB/images/098.Scott_Oriole/Scott_Oriole_0077_795831.jpg;CUB/text/098.Scott_Oriole/Scott_Oriole_0077_795831.txt;1
77;099.Ovenbird;CUB/images/099.Ovenbird/Ovenbird_0077_92590.jpg;CUB/text/099.Ovenbird/Ovenbird_0077_92590.txt;1
77;100.Brown_Pelican;CUB/images/100.Brown_Pelican/Brown_Pelican_0077_93464.jpg;CUB/text/100.Brown_Pelican/Brown_Pelican_0077_93464.txt;1
77;101.White_Pelican;CUB/images/101.White_Pelican/White_Pelican_0077_97025.jpg;CUB/text/101.White_Pelican/White_Pelican_0077_97025.txt;1
77;102.Western_Wood_Pewee;CUB/images/102.Western_Wood_Pewee/Western_Wood_Pewee_0077_98133.jpg;CUB/text/102.Western_Wood_Pewee/Western_Wood_Pewee_0077_98133.txt;1
77;103.Sayornis;CUB/images/103.Sayornis/Sayornis_0077_98724.jpg;CUB/text/103.Sayornis/Sayornis_0077_98724.txt;1
77;106.Horned_Puffin;CUB/images/106.Horned_Puffin/Horned_Puffin_0077_100671.jpg;CUB/text/106.Horned_Puffin/Horned_Puffin_0077_100671.txt;1
77;107.Common_Raven;CUB/images/107.Common_Raven/Common_Raven_0077_101349.jpg;CUB/text/107.Common_Raven/Common_Raven_0077_101349.txt;1
77;109.American_Redstart;CUB/images/109.American_Redstart/American_Redstart_0077_104042.jpg;CUB/text/109.American_Redstart/American_Redstart_0077_104042.txt;1
77;110.Geococcyx;CUB/images/110.Geococcyx/Geococcyx_0077_104185.jpg;CUB/text/110.Geococcyx/Geococcyx_0077_104185.txt;1
77;120.Fox_Sparrow;CUB/images/120.Fox_Sparrow/Fox_Sparrow_0077_114944.jpg;CUB/text/120.Fox_Sparrow/Fox_Sparrow_0077_114944.txt;1
77;121.Grasshopper_Sparrow;CUB/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0077_116127.jpg;CUB/text/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0077_116127.txt;1
77;126.Nelson_Sharp_tailed_Sparrow;CUB/images/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0077_796913.jpg;CUB/text/126.Nelson_Sharp_tailed_Sparrow/Nelson_Sharp_Tailed_Sparrow_0077_796913.txt;1
77;129.Song_Sparrow;CUB/images/129.Song_Sparrow/Song_Sparrow_0077_121196.jpg;CUB/text/129.Song_Sparrow/Song_Sparrow_0077_121196.txt;1
77;130.Tree_Sparrow;CUB/images/130.Tree_Sparrow/Tree_Sparrow_0077_123417.jpg;CUB/text/130.Tree_Sparrow/Tree_Sparrow_0077_123417.txt;1
77;131.Vesper_Sparrow;CUB/images/131.Vesper_Sparrow/Vesper_Sparrow_0077_125597.jpg;CUB/text/131.Vesper_Sparrow/Vesper_Sparrow_0077_125597.txt;1
77;134.Cape_Glossy_Starling;CUB/images/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0077_129378.jpg;CUB/text/134.Cape_Glossy_Starling/Cape_Glossy_Starling_0077_129378.txt;1
77;136.Barn_Swallow;CUB/images/136.Barn_Swallow/Barn_Swallow_0077_130707.jpg;CUB/text/136.Barn_Swallow/Barn_Swallow_0077_130707.txt;1
77;139.Scarlet_Tanager;CUB/images/139.Scarlet_Tanager/Scarlet_Tanager_0077_137626.jpg;CUB/text/139.Scarlet_Tanager/Scarlet_Tanager_0077_137626.txt;1
77;142.Black_Tern;CUB/images/142.Black_Tern/Black_Tern_0077_144117.jpg;CUB/text/142.Black_Tern/Black_Tern_0077_144117.txt;1
77;144.Common_Tern;CUB/images/144.Common_Tern/Common_Tern_0077_149196.jpg;CUB/text/144.Common_Tern/Common_Tern_0077_149196.txt;1
77;145.Elegant_Tern;CUB/images/145.Elegant_Tern/Elegant_Tern_0077_150548.jpg;CUB/text/145.Elegant_Tern/Elegant_Tern_0077_150548.txt;1
77;146.Forsters_Tern;CUB/images/146.Forsters_Tern/Forsters_Tern_0077_152255.jpg;CUB/text/146.Forsters_Tern/Forsters_Tern_0077_152255.txt;1
77;148.Green_tailed_Towhee;CUB/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0077_797443.jpg;CUB/text/148.Green_tailed_Towhee/Green_Tailed_Towhee_0077_797443.txt;1
77;150.Sage_Thrasher;CUB/images/150.Sage_Thrasher/Sage_Thrasher_0077_155608.jpg;CUB/text/150.Sage_Thrasher/Sage_Thrasher_0077_155608.txt;1
77;154.Red_eyed_Vireo;CUB/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0077_157005.jpg;CUB/text/154.Red_eyed_Vireo/Red_Eyed_Vireo_0077_157005.txt;1
77;155.Warbling_Vireo;CUB/images/155.Warbling_Vireo/Warbling_Vireo_0077_158427.jpg;CUB/text/155.Warbling_Vireo/Warbling_Vireo_0077_158427.txt;1
77;157.Yellow_throated_Vireo;CUB/images/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0077_159581.jpg;CUB/text/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0077_159581.txt;1
77;158.Bay_breasted_Warbler;CUB/images/158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0077_797144.jpg;CUB/text/158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0077_797144.txt;1
77;159.Black_and_white_Warbler;CUB/images/159.Black_and_white_Warbler/Black_And_White_Warbler_0077_160440.jpg;CUB/text/159.Black_and_white_Warbler/Black_And_White_Warbler_0077_160440.txt;1
77;161.Blue_winged_Warbler;CUB/images/161.Blue_winged_Warbler/Blue_Winged_Warbler_0077_162021.jpg;CUB/text/161.Blue_winged_Warbler/Blue_Winged_Warbler_0077_162021.txt;1
77;162.Canada_Warbler;CUB/images/162.Canada_Warbler/Canada_Warbler_0077_162437.jpg;CUB/text/162.Canada_Warbler/Canada_Warbler_0077_162437.txt;1
77;163.Cape_May_Warbler;CUB/images/163.Cape_May_Warbler/Cape_May_Warbler_0077_162979.jpg;CUB/text/163.Cape_May_Warbler/Cape_May_Warbler_0077_162979.txt;1
77;164.Cerulean_Warbler;CUB/images/164.Cerulean_Warbler/Cerulean_Warbler_0077_797202.jpg;CUB/text/164.Cerulean_Warbler/Cerulean_Warbler_0077_797202.txt;1
77;166.Golden_winged_Warbler;CUB/images/166.Golden_winged_Warbler/Golden_Winged_Warbler_0077_164432.jpg;CUB/text/166.Golden_winged_Warbler/Golden_Winged_Warbler_0077_164432.txt;1
